2022-05-02 22:45:19,158 INFO    MainThread:57152 [wandb_setup.py:_flush():75] Loading settings from /home/home01/sclaam/.config/wandb/settings
2022-05-02 22:45:19,159 INFO    MainThread:57152 [wandb_setup.py:_flush():75] Loading settings from /home/home01/sclaam/spase-resnet-50-experiments/outputs/CIFAR10/RigL/0.1/++dataset.max_threads=1,++optimizer.epochs=10,+specific=cifar10_wrn_22_2_rigL_modified/wandb/settings
2022-05-02 22:45:19,159 INFO    MainThread:57152 [wandb_setup.py:_flush():75] Loading settings from environment variables: {'api_key': '***REDACTED***', 'start_method': 'thread'}
2022-05-02 22:45:19,159 WARNING MainThread:57152 [wandb_setup.py:_flush():75] Could not find program at main.py
2022-05-02 22:45:19,159 INFO    MainThread:57152 [wandb_setup.py:_flush():75] Inferring run settings from compute environment: {'program_relpath': None, 'program': 'main.py'}
2022-05-02 22:45:19,159 INFO    MainThread:57152 [wandb_init.py:_log_setup():437] Logging user logs to /home/home01/sclaam/spase-resnet-50-experiments/outputs/CIFAR10/RigL/0.1/++dataset.max_threads=1,++optimizer.epochs=10,+specific=cifar10_wrn_22_2_rigL_modified/wandb/run-20220502_224517-152hkl7i/logs/debug.log
2022-05-02 22:45:19,159 INFO    MainThread:57152 [wandb_init.py:_log_setup():438] Logging internal logs to /home/home01/sclaam/spase-resnet-50-experiments/outputs/CIFAR10/RigL/0.1/++dataset.max_threads=1,++optimizer.epochs=10,+specific=cifar10_wrn_22_2_rigL_modified/wandb/run-20220502_224517-152hkl7i/logs/debug-internal.log
2022-05-02 22:45:19,159 INFO    MainThread:57152 [wandb_init.py:init():471] calling init triggers
2022-05-02 22:45:19,160 INFO    MainThread:57152 [wandb_init.py:init():475] wandb.init called with sweep_config: {}
config: {'exp_name': 'RigL', 'seed': 0, 'multi_seed': [], 'model': 'wrn-22-2', 'device': 'cuda', 'log_interval': 100, 'ckpt_dir': 'ckpts', 'ckpt_interval': 10, 'val_interval': 1, 'resume': False, 'wandb': {'use': True, 'api_key': '/home/home01/sclaam/spase-resnet-50-experiments/wandb_api.key', 'entity': 'luis_alfredo', 'project': 'sparse_training', 'name': 'CIFAR10_RigL_density_0.1'}, 'wandb_api_key': '/home/home01/sclaam/spase-resnet-50-experiments/wandb_api.key', 'masking': {'name': 'RigL', 'density': 0.1, 'sparse_init': 'erdos-renyi-kernel', 'dense_gradients': False, 'growth_mode': 'momentum', 'prune_mode': 'magnitude', 'redistribution_mode': 'none', 'prune_rate': 0.3, 'dense': False, 'decay_schedule': 'cosine', 'apply_when': 'step_end', 'end_when': -1, 'interval': 1, 'print_FLOPs': True}, 'dataset': {'name': 'CIFAR10', 'root': '/nobackup/sclaam/data/CIFAR10', 'batch_size': 128, 'test_batch_size': 128, 'max_threads': 1, 'validation_split': 0.1, 'fixed_shuffle': False}, 'optimizer': {'name': 'SGD', 'epochs': 10, 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'label_smoothing': 0.0, 'decay_frequency': 30000, 'decay_factor': 0.2, 'warmup_steps': 0, 'use_nesterov': True, 'training_multiplier': 1}}
2022-05-02 22:45:19,160 INFO    MainThread:57152 [wandb_init.py:init():524] starting backend
2022-05-02 22:45:19,167 INFO    MainThread:57152 [backend.py:ensure_launched():217] starting backend process...
2022-05-02 22:45:19,167 INFO    MainThread:57152 [backend.py:ensure_launched():222] started backend process with pid: 0
2022-05-02 22:45:19,168 INFO    MainThread:57152 [wandb_init.py:init():533] backend started and connected
2022-05-02 22:45:19,168 INFO    BackendThr:57152 [internal.py:wandb_internal():93] W&B internal server running at pid: 57152, started at: 2022-05-02 22:45:19.167338
2022-05-02 22:45:19,181 INFO    MainThread:57152 [wandb_init.py:init():597] updated telemetry
2022-05-02 22:45:19,185 INFO    WriterThread:57152 [datastore.py:open_for_write():75] open: /home/home01/sclaam/spase-resnet-50-experiments/outputs/CIFAR10/RigL/0.1/++dataset.max_threads=1,++optimizer.epochs=10,+specific=cifar10_wrn_22_2_rigL_modified/wandb/run-20220502_224517-152hkl7i/run-152hkl7i.wandb
2022-05-02 22:45:19,239 INFO    MainThread:57152 [wandb_init.py:init():628] communicating run to backend with 30 second timeout
2022-05-02 22:45:20,492 INFO    MainThread:57152 [wandb_run.py:_on_init():1923] communicating current version
2022-05-02 22:45:20,499 INFO    SenderThread:57152 [dir_watcher.py:__init__():166] watching files in: /home/home01/sclaam/spase-resnet-50-experiments/outputs/CIFAR10/RigL/0.1/++dataset.max_threads=1,++optimizer.epochs=10,+specific=cifar10_wrn_22_2_rigL_modified/wandb/run-20220502_224517-152hkl7i/files
2022-05-02 22:45:20,499 INFO    SenderThread:57152 [sender.py:_start_run_threads():814] run started: 152hkl7i with start time 1651527919
2022-05-02 22:45:20,519 INFO    SenderThread:57152 [sender.py:_save_file():946] saving file wandb-summary.json with policy end
2022-05-02 22:45:20,581 INFO    MainThread:57152 [wandb_run.py:_on_init():1927] got version response 
2022-05-02 22:45:20,581 INFO    MainThread:57152 [wandb_init.py:init():659] starting run threads in backend
